"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"EFEMP2",-2.54604768819768,1.21767498131193,-197.117739146915,2.27064403605815e-68,5.40204267323289e-67,146.566140995226
"FBXO9",-2.48644867591687,1.22591530393349,-99.1041219995876,8.19689052089155e-55,4.2370472274354e-54,114.908894983473
"VGLL3",-2.45919285116979,1.17613571142903,-142.224782000302,6.26362875573225e-62,6.86444592676167e-61,131.567040125788
"SEPT7",-2.43586950285905,1.16498106658476,-203.504049043217,5.32908327373125e-69,1.36541534300559e-67,148.026018607134
"RCN1",-2.42278170579839,1.15872168538184,-103.234144842887,1.28877598602633e-55,7.13532644259564e-55,116.792363889966
"CERS6",-2.41242316030327,1.15376759840591,-233.536104292714,1.01991240162443e-71,4.53064212159103e-70,154.312539823089
"TLN1",-2.41220888937009,1.15366512100309,-247.94394685023,6.70240997596564e-73,3.8494851639738e-71,157.037065011022
"ATPIF1",-2.39414100512988,1.14502395897516,-232.336997909621,1.28891622501957e-71,5.59448675989412e-70,154.077965658837
"PKP3",-2.38969092277412,1.14289565871806,-360.729666062881,2.62816443317663e-80,1.86796787088029e-77,173.902776708104
"PTPRN2",-2.37606956413681,1.13638109589152,-266.849658292168,2.37047275638112e-74,1.68481351159788e-72,160.371744641129
"ELK3",-2.3650904840134,1.13113023148467,-379.674436574306,2.56042608103042e-81,2.91171653934779e-78,176.169227735274
"ROBO2",-2.36363961753092,1.13043633881914,-258.693479600528,9.72680505997441e-74,6.07764984296862e-72,158.964440097719
"SERPINB1",-2.36152010462265,1.12942265873257,-198.218524046694,1.76281457706242e-68,4.26526114262848e-67,146.821206628727
"GIMAP7",-2.35885684696277,1.12814892680828,-105.492543299123,4.83277838805368e-56,2.78976425527647e-55,117.79069884391
"MAX",-2.35662721215527,1.12708257972643,-205.005401522107,3.81528948364286e-69,1.05823102458504e-67,148.362387639824
"TP53I3",-2.35647502185402,1.21490385496756,-100.426921063221,4.49520516838622e-55,2.38208169500876e-54,115.520547169484
"LAPTM5",-2.35625222228184,1.12690323674349,-314.150021742581,1.41653067413466e-77,2.59819142359022e-75,167.731111789694
"DESI2",-2.3521330004441,1.12493317412544,-204.465374583454,4.30135754057768e-69,1.15280043036536e-67,148.241690282064
"SEPT1",-2.35114620874744,1.1775194844291,-88.8691326017874,1.14097128725574e-52,5.05261895586926e-52,109.881387255004
"TNFRSF17",-2.34544124791535,1.12173277074212,-357.409119484058,4.00284645328487e-80,2.52890943704198e-77,173.492148598107
"RCAN1",-2.34284944620974,1.12049321340466,-84.8053716657533,9.48308157218614e-52,3.96185171340561e-51,107.72347695849
"WWTR1",-2.34162933832245,1.11990968354552,-350.457958127213,9.78181869338644e-80,4.92560411859894e-77,172.618946331694
"PLEKHO2",-2.33609758505956,1.11726406241979,-239.93700079579,2.98230519266338e-72,1.54158066595309e-70,155.543930228813
"CDC42SE2",-2.33590965537278,1.15239285373344,-112.710096421857,2.40475507798211e-57,1.53289656652537e-56,120.843630293685
"KANK2",-2.33460119921213,1.13332866687064,-117.147323853911,4.17303281391079e-58,2.93661690345257e-57,122.624757249833
"SPARC",-2.32984517710414,1.11427378035415,-342.59611353327,2.74592074676154e-79,9.1842972741683e-77,171.608410307404
"PTN",-2.32948560991272,1.11410181343652,-291.469984579193,4.28110554043867e-76,4.86847322058685e-74,164.360485862946
"DUSP5",-2.32509292492273,1.11200096409348,-326.689511198836,2.38767125495109e-78,6.17104488893268e-76,169.484943138497
"FAP",-2.32332475248247,1.11115531640466,-267.093363615945,2.2740702477165e-74,1.63675486436912e-72,160.413097846431
"AHNAK",-2.32152650569898,1.11029528533429,-165.307549134719,6.75863874772141e-65,1.02206435956234e-63,138.488818481193
"ADRM1",-2.31961946965709,1.10938322461861,-273.463489977794,7.7845522067111e-75,6.41492229671874e-73,161.480181925413
"CISD1",-2.31947680672795,1.10931499452206,-279.15772190453,3.0488872463179e-75,2.78284601965215e-73,162.412142587267
"APH1A",-2.31872737384527,1.10895657009991,-306.631844379109,4.26348622529455e-77,6.92633790772137e-75,166.643308495275
"LINC01420",-2.31556081500311,1.10744212891453,-336.137895151112,6.52653268301041e-79,1.9531507808209e-76,170.759344657712
"DCUN1D1",-2.31478578666086,1.10707146318563,-262.504545612771,5.00159539592687e-74,3.23171266150456e-72,159.627719848054
"DPH3",-2.31353600204114,1.13507805682083,-108.866442941045,1.15977428167394e-56,6.99308225408064e-56,119.243019348837
"CD93",-2.31170822211726,1.10559958449086,-231.214372570932,1.60649077964148e-71,6.8680500549184e-70,153.857212373549
"CASC5",-2.30965098229007,1.10461568718221,-301.77247683076,8.81750911103844e-77,1.19372278108011e-74,165.924974675186
"DHX9",-2.30795039984153,1.1038023651416,-307.775792401531,3.59915315973211e-77,6.06533949600783e-75,166.810649475296
"PTP4A3",-2.30731522094394,1.10349858392971,-319.278120512534,6.78167949934364e-78,1.42817146789881e-75,168.457259460425
"PSMD3",-2.30668301704585,1.14525998975297,-74.4334216791351,3.44532496534241e-49,1.23519027446008e-48,101.713580283654
"BCAP29",-2.30642319752734,1.10307196403481,-184.566381613237,4.51779153108906e-67,9.07708927412452e-66,143.550099321444
"SAR1B",-2.30610685138999,1.10292066805608,-348.061565646747,1.33654643577884e-79,5.84584848756807e-77,172.313545635646
"ZNF677",-2.30354900999711,1.10169735260731,-274.584734245614,6.46261458252299e-75,5.40388625238613e-73,161.665298824529
"SLC25A36",-2.30148357457033,1.10070953566407,-226.790051708805,3.86743001237879e-71,1.54860613030886e-69,152.976265337469
"COMP",-2.30081923414743,1.12922826785768,-65.984878366296,7.88922854748709e-47,2.43397468914876e-46,96.171673622405
"AREG",-2.29955035538644,1.09978495257612,-345.25747085919,1.93108556120296e-79,7.84296607214288e-77,171.953279715777
"SH3BGRL",-2.29905250316322,1.09961525949248,-302.60523985192,7.77866538159272e-77,1.07876808194478e-74,166.048947639106
"NABP1",-2.29882859837155,1.19542659432472,-78.462221106648,3.18619339651517e-50,1.2037671529957e-49,104.141052607427
"CISD3",-2.29734133102929,1.09872846266618,-292.350348036009,3.73231963214951e-76,4.4212436309171e-74,164.496448390269
"C14orf2",-2.29562403836881,1.09790714878508,-252.658002301599,2.84604981613236e-73,1.70343571100301e-71,157.89282233442
"SF3A2",-2.2929616833288,1.09718096949291,-363.744439876565,1.79974713546167e-80,1.46190888746215e-77,174.272039535578
"DCTD",-2.28906786255171,1.10389566176918,-185.633946890237,3.47600336289299e-67,7.10955220194589e-66,143.814678401417
