"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"GNLY",2.28384833539015,1.14192416769507,303.24409724275,3.81726997702392e-268,1.64317355092243e-266,605.099909358347
"RPL41",2.25413227106899,1.1270661355345,567.49697634231,1.77863632502849e-322,1.878486992053e-319,729.050575237859
"FTH1",2.25124471484046,1.12562235742023,242.743244798883,6.96194847854149e-249,1.75066956128766e-247,560.783558509963
"RPS27",2.24107231995152,1.12053615997576,719.200552835121,0,0,775.138584460778
"RPL10",2.22460765253114,1.11230382626557,261.733380436169,2.11853177381057e-255,6.20289322922041e-254,575.789631220033
"RPLP1",2.22236170228025,1.11118085114013,270.123339714504,3.93848914443654e-258,1.24699144517428e-256,582.074226529755
"CCL5",2.1865305768905,1.10913370006558,130.093674107266,4.13538136436753e-195,3.49005415830698e-194,436.674585288056
"RPL13A",2.1781308384145,1.08906541920725,206.567355113505,6.20795603179899e-235,1.11261621680218e-233,528.627619231895
"RPL39",2.16313445269738,1.08156722634869,355.502527498644,6.43200660141501e-282,4.57229084656357e-280,636.707679402546
"RPS19",2.16117867549878,1.08058933774939,221.503289089227,5.75947985927391e-241,1.18277318332256e-239,542.537848848722
"RPL34",2.16109839009062,1.08054919504531,501.448192580829,9.76584836485418e-312,3.52189838835936e-309,704.753621578847
"MT-ATP6",2.15947269430926,1.07973634715463,253.298038200888,1.44774436177701e-252,4.00867942569941e-251,569.263591982225
"TMSB10",2.15853170660156,1.07926585330078,235.88793856986,2.09122285333588e-246,4.92369762888922e-245,555.075430709908
"RPS2",2.15795510481524,1.07897755240762,199.939568039766,4.07086010393149e-232,6.91859051686563e-231,522.130396952897
"RPS18",2.15793377221926,1.07896688610963,165.324729824087,1.02164795662343e-215,1.24637678932624e-214,484.278994751501
"RPS29",2.15387207011838,1.07693603505919,648.738946484375,0,0,755.161295995583
"CXCL13",2.14714995536906,1.07357497768453,150.456076053839,1.32847644473527e-207,1.36883991023384e-206,465.539343331845
"RPLP2",2.14517705255919,1.0725885262796,305.742153238683,7.43462716332158e-269,3.27167848919264e-267,606.732321615734
"RPL32",2.13790935742222,1.06895467871111,245.442979249843,7.6914334533734e-250,1.97783539202746e-248,562.987295357619
"RPS15A",2.13721544737631,1.06860772368816,307.615212952124,2.19941851919312e-269,9.85472794690589e-268,607.947502280626
"RPS12",2.13701165955046,1.06850582977523,205.248729826828,2.21894842277201e-234,3.93870004551104e-233,527.351691164509
"RPS6",2.13158579914208,1.06579289957104,213.764491390886,6.82185295979225e-238,1.30997295926608e-236,535.451605438997
"NKG7",2.12620929778094,1.06310464889047,381.861471778006,4.07210754808771e-288,3.6054001320973e-286,650.90228017102
"RPS27A",2.12467283931536,1.06233641965768,240.060409515822,6.36785816068187e-248,1.56403904923326e-246,558.569144419155
"RPS14",2.12351297117882,1.06175648558941,226.601508299379,6.21225408138881e-243,1.33703622776441e-241,547.072247311955
"CD2",2.12331895735484,1.06165947867742,275.432222799998,8.1408526745239e-260,2.78635758438682e-258,585.950296807652
"PTMA",2.12250925313764,1.06125462656882,252.549842302785,2.6099595898146e-252,7.14645601759234e-251,568.674248539767
"RPL28",2.12218576067986,1.06109288033993,214.345009026449,3.9769270525335e-238,7.65662023421359e-237,535.991992706249
"TPT1",2.11895806954146,1.05947903477073,193.988856367977,1.65418422106024e-229,2.64705280222908e-228,516.111429964328
"RPS28",2.11536534316504,1.05768267158252,684.769111149916,0,0,765.651322339196
"RPL18A",2.11385106067228,1.05692553033614,238.330874953145,2.68757100062418e-247,6.50383384864633e-246,557.128400615802
