"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ADAMTS18",-2.59882986874717,1.29941493437358,-1076.53674824201,0,0,855.594158511991
"SLAMF6",-2.57980260638969,1.28990130319485,-606.48770885305,0,0,742.567077471143
"SLC19A3",-2.5722674629077,1.28613373145385,-585.538553350311,0,0,735.584717094545
"NDOR1",-2.56188572165368,1.28094286082684,-791.259817036177,0,0,795.220456582806
"SLC23A3",-2.5476808390913,1.27384041954565,-472.507994766581,2.88839220450581e-306,1.40875629000683e-304,692.90505264132
"NDC80",-2.54716429574659,1.27358214787329,-901.718331351899,0,0,820.942975826618
"SLC10A1",-2.53963192346415,1.26981596173208,-518.045344020526,3.10107131686428e-314,1.9078665732426e-312,711.228525664299
"SLC17A4",-2.52988705398485,1.26494352699242,-387.517675890904,4.27301043597938e-289,1.31991511946388e-287,653.363165534843
"SLC24A3",-2.5276615118648,1.2638307559324,-496.327633193325,1.58859766998338e-310,8.6596094311925e-309,702.701942658072
"SLC24A1",-2.5138017976762,1.2569008988381,-603.805950826614,0,0,741.687063684409
"SLC22A3",-2.50112553163867,1.25056276581934,-602.888549620216,0,0,741.385106661049
"ZFP41",-2.49970774605518,1.24985387302759,-490.552834791089,1.63935062693913e-309,8.6500540020023e-308,700.371136738756
"SLC14A1",-2.48994019140227,1.24497009570114,-637.198458413341,0,0,752.371223309283
"SLC1A1",-2.47661737011177,1.23830868505589,-641.110562949764,0,0,753.585402440813
"LRRIQ4",-2.47345808058355,1.23672904029178,-330.818648393612,2.09920565166686e-275,4.88617302939789e-274,621.786921224927
"SLC22A4",-2.47328705737955,1.23664352868978,-528.844275016347,5.06304481919019e-316,3.29253357613647e-314,715.334519277367
"SLC25A15",-2.46750310530038,1.23375155265019,-530.281263070649,2.94685118497372e-316,1.94190944555953e-314,715.87448135313
"SLC16A7",-2.45899147677987,1.24139682529297,-261.180409143534,5.79618462364607e-255,8.76939075661227e-254,574.592620705658
"SLC22A5",-2.45294399652938,1.22647199826469,-741.907962979689,0,0,782.502383215778
