"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CLCA1",3.29437227005683,0.882421143765221,150.565796555887,1.9260856040926e-73,5.03506584814827e-73,156.627850092521
"SPINK5",3.27116185656907,0.876204068723854,166.927448367759,6.82284061715032e-76,1.85495979278774e-75,162.371260769118
"ALG3",3.23372557414206,0.866176493073761,585.187643890581,9.80528120802899e-106,3.68744734518075e-105,232.201302689118
"SYT13",3.15369147274054,0.844738787341211,672.022784065398,4.98770054578074e-109,1.92232607745002e-108,239.875778380242
"CES3",3.15063844558082,0.843921012209146,350.333536003586,1.59413479965422e-93,5.56659699497466e-93,203.667459191499
"KLHL28",3.1403297449511,0.841159753111897,441.636880804046,4.90416155302914e-99,1.77775856297306e-98,216.55904564819
"B3GNT6",3.13798402242682,0.840531434578611,234.452822561005,5.72752664737022e-84,1.7742151585905e-83,181.2938068604
"OLFM4",3.12655687508859,0.837470591541581,761.669045117078,5.21230369021289e-112,2.05553203570916e-111,246.808806590204
"EME1",3.11724937116862,0.834977510134447,217.15837081419,3.8049938134864e-82,1.14149814404592e-81,177.024560862864
"SLC3A1",3.11079809549953,0.833249489865943,247.080238052661,3.23750686945944e-85,1.02015786248779e-84,184.216571087879
"HMGCS2",3.10057458413945,0.830511049323068,332.952079875351,2.59098613929592e-92,8.94247465783119e-92,200.833521945526
"CLDN6",3.09879292859591,0.830033820159618,388.586564238384,5.44896047356944e-96,1.93686517281736e-95,209.437307964313
"TOX3",3.09355219254409,0.82863005157431,574.404219356711,2.71763558137167e-105,1.01932766758704e-104,231.168734542735
"CWH43",3.08754466601767,0.827020892683304,194.914358950716,1.41216508722091e-79,4.07210417632738e-79,171.004218820959
"NMU",3.06260640050146,0.820341000134315,269.253313113133,2.92317431580816e-87,9.49200071414446e-87,189.004662852438
"HSD11B2",3.06162314824346,0.820077628993783,284.986082542371,1.30263869637978e-88,4.2963589736354e-88,192.168417304715
"GDPD3",3.05003684932611,0.816974156069489,393.74667063228,2.64459827724765e-96,9.42856777105685e-96,210.171631189091
"SLITRK6",3.04760784647803,0.816323530306616,165.840585648411,9.75396367454251e-76,2.64379851269705e-75,162.007514455391
"ELAVL3",3.04570084282487,0.815812725756659,279.70899826772,3.6266134752685e-88,1.18952921988807e-87,191.127148985009
"KLK12",3.0425723311311,0.81497473155297,302.483259057533,4.97875015537013e-90,1.67145428745461e-89,195.487813018514
"LAMA1",3.03876737542261,0.816038143772158,150.549468220997,1.93754347814667e-73,5.06316306706899e-73,156.621813144811
"C4BPA",3.03508747385604,0.812969859068578,379.710149515251,1.93309557869081e-95,6.84741998926525e-95,208.150916012911
"SLC6A2",3.02718816603513,0.810853973045123,323.861778016985,1.18078921057324e-91,4.04404715709528e-91,199.291750455106
"CDS1",3.02271732272851,0.809656425730851,518.358579480794,7.55061620561081e-103,2.80406538317686e-102,225.465783402329
